--------------------------------------------------
524 cases of STEM in BOTH
Case 320: Camita: in pysan
Case 321: Campita: in pysan
Case 322: Cazita: in pysan
Case 323: CAta: in pysan
Case 324: CAdita: in pysan
Case 325: CAlita: in pysan
Case 326: Cita: in pysan
Case 327: Cuwita: in pysan
Case 328: Cuqita: in pysan
Case 329: Cupita: in pysan
Case 330: Curita: in pysan
Case 331: Cfdita: in pysan
Case 332: Cfpita: in pysan
Case 333: Cowita: in pysan
Case 334: jaMsita: in pysan
Case 335: jakzita: in pysan
Case 336: jaNkzita: in pysan
Case 337: jajita: in pysan
Case 338: jaBita: in pysan
Case 339: jamita: in pysan
Case 340: jarcita: in pysan
Case 341: jarCita: in pysan
Case 342: jarjita: in pysan
Case 343: jartsita: in pysan
Case 344: jasita: in pysan
Case 345: jAgarita: in pysan
Case 346: jAlita: in pysan
Case 347: jimita: in pysan
Case 348: jirita: in pysan
Case 349: jizita: in pysan
Case 350: jIna: in pysan
Case 351: juNgita: in pysan
Case 352: juYcita: in pysan
Case 353: juwita: in pysan
Case 354: juqita: in pysan
Case 355: junita: in pysan
Case 356: jurita: in pysan
Case 357: jUrita: in pysan
Case 358: jUrvita: in pysan
Case 359: jfta: in pysan
Case 360: jezita: in pysan
Case 361: jehita: in pysan
Case 362: joqita: in pysan
Case 363: jolita: in pysan
Case 364: jyutita: in pysan
Case 365: jrita: in pysan
Case 366: Jawita: in pysan
Case 367: Jamita: in pysan
Case 368: Jarcita: in pysan
Case 369: Jazita: in pysan
Case 370: JIsta: in pysan
Case 371: Juta: in pysan
Case 372: JUzita: in pysan
Case 373: Jyuta: in pysan
Case 374: waNkita: in pysan
Case 375: wikita: in pysan
Case 376: wIkita: in pysan
Case 377: wOkita: in pysan
Case 378: wvalita: in pysan
Case 379: qamita: in pysan
Case 380: qampita: in pysan
Case 381: qamBita: in pysan
Case 382: qayita: in pysan
Case 383: qApita: in pysan
Case 384: qipita: in pysan
Case 385: qepita: in pysan
Case 386: QOkita: in pysan
Case 387: takita: in pysan
Case 388: taNkita: in pysan
Case 389: taNgita: in pysan
Case 390: taYcita: in pysan
Case 391: tawita: in pysan
Case 392: taRqita: in pysan
Case 393: tandita: in pysan
Case 394: tayita: in pysan
Case 395: tardita: in pysan
Case 396: talita: in pysan
Case 397: tasita: in pysan
Case 398: tAqita: in pysan
Case 399: tAnta: in pysan
Case 400: tAyita: in pysan
Case 401: tAlita: in pysan
Case 402: tikita: in pysan
Case 403: tigita: in pysan
Case 404: tiGita: in pysan
Case 405: tijita: in pysan
Case 406: tipita: in pysan
Case 407: timita: in pysan
Case 408: tilita: in pysan
Case 409: tillita: in pysan
Case 410: tIkita: in pysan
Case 411: tImita: in pysan
Case 412: tIvita: in pysan
Case 413: tujita: in pysan
Case 414: tuwita: in pysan
Case 415: tuqita: in pysan
Case 416: tuqqita: in pysan
Case 417: tuRita: in pysan
Case 418: tuRqita: in pysan
Case 419: tuta: in pysan
Case 420: tundita: in pysan
Case 421: tupita: in pysan
Case 422: tuBita: in pysan
Case 423: tumpita: in pysan
Case 424: tumbita: in pysan
Case 425: turita: in pysan
Case 426: turvita: in pysan
Case 427: tuSita: in pysan
Case 428: tusita: in pysan
Case 429: tuhita: in pysan
Case 430: tUqita: in pysan
Case 431: tURita: in pysan
Case 432: tUlita: in pysan
Case 433: tUzita: in pysan
Case 434: tfkzita: in pysan
Case 435: tfdita: in pysan
Case 436: tfPita: in pysan
Case 437: tfmpita: in pysan
Case 438: tfmPita: in pysan
Case 439: tfzwa: in pysan
Case 440: tfhita: in pysan
Case 441: tepita: in pysan
Case 442: telita: in pysan
Case 443: tevita: in pysan
Case 444: toqita: in pysan
Case 445: tolita: in pysan
Case 446: traMsita: in pysan
Case 447: traKita: in pysan
Case 448: trandita: in pysan
Case 449: trARa: in pysan
Case 450: trAsta: in pysan
Case 451: triNKita: in pysan
Case 452: trita: in pysan
Case 453: trupita: in pysan
Case 454: truPita: in pysan
Case 455: trumpita: in pysan
Case 456: trumPita: in pysan
Case 457: trOkita: in pysan
Case 458: tvakzita: in pysan
Case 459: tvaNgita: in pysan
Case 460: tvacita: in pysan
Case 461: tvaYcita: in pysan
Case 462: tvizwa: in pysan
Case 463: tsarita: in pysan
Case 464: Tarvita: in pysan
Case 465: Tuqita: in pysan
Case 466: Turvita: in pysan
Case 467: daMsita: in pysan
Case 468: daMhita: in pysan
Case 469: daGita: in pysan
Case 470: daNGita: in pysan
Case 471: dadita: in pysan
Case 472: dadfmhita: in pysan
Case 473: daDita: in pysan
Case 474: danvita: in pysan
Case 475: daBita: in pysan
Case 476: darBita: in pysan
Case 477: dazwa: in pysan
Case 478: dasita: in pysan
Case 479: dAta: in pysan
Case 480: dAnita: in pysan
Case 481: dAyita: in pysan
Case 482: dASita: in pysan
Case 483: dAsita: in pysan
Case 484: dinvita: in pysan
Case 485: dipita: in pysan
Case 486: dimpita: in pysan
Case 487: dimBita: in pysan
Case 488: dIDIta: in pysan
Case 489: dIna: in pysan
Case 490: duDita: in pysan
Case 491: durvita: in pysan
Case 492: dUta: in pysan
Case 493: dUna: in pysan
Case 494: dfMhita: in pysan
Case 495: dfta: in pysan
Case 496: dfBita: in pysan
Case 497: dyAna: in pysan
Case 498: dyuta: in pysan
Case 499: dramita: in pysan
Case 500: drAKita: in pysan
Case 501: drANkzita: in pysan
Case 502: drAqita: in pysan
Case 503: drAhita: in pysan
Case 504: druqita: in pysan
Case 505: druRita: in pysan
Case 506: drummita: in pysan
Case 507: drUqita: in pysan
Case 508: drUta: in pysan
Case 509: drekita: in pysan
Case 510: dvfta: in pysan
Case 511: Dakkita: in pysan
Case 512: DaRita: in pysan
Case 513: Davita: in pysan
Case 514: Dikzita: in pysan
Case 515: Dita: in pysan
Case 516: Dizita: in pysan
Case 517: DIkzita: in pysan
Case 518: DIna: in pysan
Case 519: DIsta: in pysan
Case 520: DUna: in pysan
Case 521: DUpita: in pysan
Case 522: DUrita: in pysan
Case 523: DUrvita: in pysan
Case 524: DUSita: in pysan
Case 525: Dfjita: in pysan
Case 526: Dorita: in pysan
Case 527: Drajita: in pysan
Case 528: DraRita: in pysan
Case 529: Drasita: in pysan
Case 530: DrARa: in pysan
Case 531: Drijita: in pysan
Case 532: Drekita: in pysan
Case 533: Dvajita: in pysan
Case 534: DvaRita: in pysan
Case 535: Dvfta: in pysan
Case 536: DvraRita: in pysan
Case 537: nakkita: in pysan
Case 538: naKita: in pysan
Case 539: najita: in pysan
Case 540: naBita: in pysan
Case 541: nambita: in pysan
Case 542: nayita: in pysan
Case 543: narbita: in pysan
Case 544: nalita: in pysan
Case 545: nasita: in pysan
Case 546: nAqita: in pysan
Case 547: nATita: in pysan
Case 548: nADita: in pysan
Case 549: nAlita: in pysan
Case 550: nAsita: in pysan
Case 551: niMsita: in pysan
Case 552: nikzita: in pysan
Case 553: niYjita: in pysan
Case 554: ninvita: in pysan
Case 555: nilita: in pysan
Case 556: niSita: in pysan
Case 557: nizita: in pysan
Case 558: nizkita: in pysan
Case 559: nIrRa: in pysan
Case 560: nIlita: in pysan
Case 561: nIvita: in pysan
Case 562: nuqita: in pysan
Case 563: nedita: in pysan
Case 564: nezita: in pysan
Case 565: paMSita: in pysan
Case 566: pakzita: in pysan
Case 567: pawita: in pysan
Case 568: paRqita: in pysan
Case 569: paTita: in pysan
Case 570: panita: in pysan
Case 571: panTita: in pysan
Case 572: pambita: in pysan
Case 573: payita: in pysan
Case 574: parRita: in pysan
Case 575: parTita: in pysan
Case 576: pardita: in pysan
Case 577: parpita: in pysan
Case 578: parbita: in pysan
Case 579: parvita: in pysan
Case 580: parzita: in pysan
Case 581: palita: in pysan
Case 582: pallita: in pysan
Case 583: pavita: in pysan
Case 584: pazita: in pysan
Case 585: pasita: in pysan
Case 586: pAwita: in pysan
Case 587: pAta: in pysan
Case 588: pAyita: in pysan
Case 589: pAlita: in pysan
Case 590: pAsita: in pysan
Case 591: piMsita: in pysan
Case 592: piccita: in pysan
Case 593: piCita: in pysan
Case 594: piwita: in pysan
Case 595: piWita: in pysan
Case 596: pita: in pysan
Case 597: pinvita: in pysan
Case 598: piSita: in pysan
Case 599: pisita: in pysan
Case 600: pIlita: in pysan
Case 601: puMsita: in pysan
Case 602: puCita: in pysan
Case 603: puwita: in pysan
Case 604: puwwita: in pysan
Case 605: puqita: in pysan
Case 606: puRita: in pysan
Case 607: puRwita: in pysan
Case 608: puRqita: in pysan
Case 609: puTita: in pysan
Case 610: purita: in pysan
Case 611: purvita: in pysan
Case 612: puzita: in pysan
Case 613: pusta: in pysan
Case 614: pustita: in pysan
Case 615: pURita: in pysan
Case 616: pUyita: in pysan
Case 617: pUrvita: in pysan
Case 618: pUzita: in pysan
Case 619: pfjita: in pysan
Case 620: pfqita: in pysan
Case 621: pfRita: in pysan
Case 622: pfta: in pysan
Case 623: pfzita: in pysan
Case 624: peCita: in pysan
Case 625: peRita: in pysan
Case 626: pebita: in pysan
Case 627: pelita: in pysan
Case 628: pevita: in pysan
Case 629: pezita: in pysan
Case 630: pesita: in pysan
Case 631: pERita: in pysan
Case 632: poYCita: in pysan
Case 633: powita: in pysan
Case 634: poRita: in pysan
Case 635: posita: in pysan
Case 636: pyuzita: in pysan
Case 637: pyusita: in pysan
Case 638: pyozita: in pysan
Case 639: praCita: in pysan
Case 640: prasita: in pysan
Case 641: prARa: in pysan
Case 642: prATita: in pysan
Case 643: pruta: in pysan
Case 644: pruTita: in pysan
Case 645: pruzita: in pysan
Case 646: prezita: in pysan
Case 647: prERita: in pysan
Case 648: proTita: in pysan
Case 649: prozita: in pysan
Case 650: plakzita: in pysan
Case 651: plabita: in pysan
Case 652: plihita: in pysan
Case 653: plIna: in pysan
Case 654: pluzita: in pysan
Case 655: plusita: in pysan
Case 656: plevita: in pysan
Case 657: psAta: in pysan
Case 658: Pakkita: in pysan
Case 659: PaRita: in pysan
Case 660: Parvita: in pysan
Case 661: Pulla: in pysan
Case 662: Pelita: in pysan
Case 663: baMhita: in pysan
Case 664: badita: in pysan
Case 665: barbita: in pysan
Case 666: barhita: in pysan
Case 667: balita: in pysan
Case 668: bAqita: in pysan
Case 669: bAlita: in pysan
Case 670: biwita: in pysan
Case 671: bidita: in pysan
Case 672: bilita: in pysan
Case 673: biSita: in pysan
Case 674: bisita: in pysan
Case 675: bIBita: in pysan
Case 676: bukkita: in pysan
Case 677: buNgita: in pysan
Case 678: buwita: in pysan
Case 679: buqita: in pysan
Case 680: budita: in pysan
Case 681: bundita: in pysan
Case 682: bunDita: in pysan
Case 683: busita: in pysan
Case 684: bfhita: in pysan
Case 685: belita: in pysan
Case 686: bowita: in pysan
Case 687: boDita: in pysan
Case 688: bolita: in pysan
Case 689: brahmita: in pysan
Case 690: brUta: in pysan
Case 691: Bawita: in pysan
Case 692: BaRwita: in pysan
Case 693: Banita: in pysan
Case 694: Barbita: in pysan
Case 695: Barvita: in pysan
Case 696: Balita: in pysan
Case 697: Bazita: in pysan
Case 698: BAwita: in pysan
Case 699: BAmita: in pysan
Case 700: BAlita: in pysan
Case 701: Bikzita: in pysan
Case 702: Bidita: in pysan
Case 703: Bindita: in pysan
Case 704: BuRqita: in pysan
Case 705: BUrRa: in pysan
Case 706: BfMSita: in pysan
Case 707: Bfkzita: in pysan
Case 708: Bfjita: in pysan
Case 709: Bfqita: in pysan
Case 710: Bezita: in pysan
Case 711: Byasita: in pysan
Case 712: Brakzita: in pysan
Case 713: Brajjita: in pysan
Case 714: BraRita: in pysan
Case 715: Bramita: in pysan
Case 716: BraSita: in pysan
Case 717: BrASita: in pysan
Case 718: BrIta: in pysan
Case 719: Bruqita: in pysan
Case 720: BrURita: in pysan
Case 721: Brezita: in pysan
Case 722: BlASita: in pysan
Case 723: maMhita: in pysan
Case 724: makzita: in pysan
Case 725: maKita: in pysan
Case 726: maNkita: in pysan
Case 727: maNgita: in pysan
Case 728: maNGita: in pysan
Case 729: macita: in pysan
Case 730: majjita: in pysan
Case 731: maYcita: in pysan
Case 732: maYjita: in pysan
Case 733: maWita: in pysan
Case 734: maRita: in pysan
Case 735: maRwita: in pysan
Case 736: maRWita: in pysan
Case 737: manTita: in pysan
Case 738: maBrita: in pysan
Case 739: mambita: in pysan
Case 740: mayita: in pysan
Case 741: marcita: in pysan
Case 742: marjita: in pysan
Case 743: marqita: in pysan
Case 744: marbita: in pysan
Case 745: marvita: in pysan
Case 746: malita: in pysan
Case 747: mallita: in pysan
Case 748: mavita: in pysan
Case 749: mavyita: in pysan
Case 750: maSita: in pysan
Case 751: masita: in pysan
Case 752: maskita: in pysan
Case 753: mANkzita: in pysan
Case 754: mAqita: in pysan
Case 755: mAnita: in pysan
Case 756: mAnTita: in pysan
Case 757: mAyna: in pysan
Case 758: mArjita: in pysan
Case 759: mAhita: in pysan
Case 760: miCita: in pysan
Case 761: miYjita: in pysan
Case 762: miQa: in pysan
Case 763: miTita: in pysan
Case 764: miDita: in pysan
Case 765: miSita: in pysan
Case 766: misita: in pysan
Case 767: mIna: in pysan
Case 768: mImita: in pysan
Case 769: mIvita: in pysan
Case 770: muCita: in pysan
Case 771: muYcita: in pysan
Case 772: muwita: in pysan
Case 773: muqita: in pysan
Case 774: muRita: in pysan
Case 775: murita: in pysan
Case 776: murvita: in pysan
Case 777: mustita: in pysan
Case 778: mUta: in pysan
Case 779: mUrRa: in pysan
Case 780: mUlita: in pysan
Case 781: mUzita: in pysan
Case 782: mfCita: in pysan
Case 783: mfRita: in pysan
Case 784: mfdita: in pysan
Case 785: mfDita: in pysan
Case 786: meqita: in pysan
Case 787: medita: in pysan
Case 788: mepita: in pysan
Case 789: mevita: in pysan
Case 790: mojita: in pysan
Case 791: mowita: in pysan
Case 792: myakzita: in pysan
Case 793: mrakzita: in pysan
Case 794: mradita: in pysan
Case 795: mritita: in pysan
Case 796: mrucita: in pysan
Case 797: mruYcita: in pysan
Case 798: mreqita: in pysan
Case 799: mlakzita: in pysan
Case 800: mlucita: in pysan
Case 801: mluYcita: in pysan
Case 802: mleCita: in pysan
Case 803: mlewita: in pysan
Case 804: mlevita: in pysan
Case 805: yakzita: in pysan
Case 806: yuNgita: in pysan
Case 807: yuCita: in pysan
Case 808: yutita: in pysan
Case 809: yupita: in pysan
Case 810: yUzita: in pysan
Case 811: yezita: in pysan
Case 812: yOwita: in pysan
Case 813: raKita: in pysan
Case 814: ragita: in pysan
Case 815: raNKita: in pysan
Case 816: raNgita: in pysan
Case 817: raNGita: in pysan
Case 818: rawita: in pysan
Case 819: raWita: in pysan
Case 820: raRvita: in pysan
Case 821: radita: in pysan
Case 822: rapita: in pysan
Case 823: raPita: in pysan
Case 824: ramPita: in pysan
Case 825: rambita: in pysan
Case 826: ramBita: in pysan
Case 827: rayita: in pysan
Case 828: razwa: in pysan
Case 829: rAkita: in pysan
Case 830: rAKita: in pysan
Case 831: rAgita: in pysan
Case 832: rAGita: in pysan
Case 833: rARita: in pysan
Case 834: rAsita: in pysan
Case 835: riKita: in pysan
Case 836: riNKita: in pysan
Case 837: riNgita: in pysan
Case 838: riRvita: in pysan
Case 839: rita: in pysan
Case 840: riPita: in pysan
Case 841: riBita: in pysan
Case 842: rimPita: in pysan
Case 843: rihita: in pysan
Case 844: rIvita: in pysan
Case 845: ruMSita: in pysan
Case 846: rujYa: in pysan
Case 847: ruWita: in pysan
Case 848: ruRwita: in pysan
Case 849: ruRWita: in pysan
Case 850: rupita: in pysan
Case 851: rUzita: in pysan
Case 852: rekita: in pysan
Case 853: rejita: in pysan
Case 854: rewita: in pysan
Case 855: reqita: in pysan
Case 856: repita: in pysan
Case 857: rezita: in pysan
Case 858: rowita: in pysan
Case 859: roqita: in pysan
Case 860: rOwita: in pysan
Case 861: laKita: in pysan
Case 862: laCita: in pysan
Case 863: lajita: in pysan
Case 864: lajina: in pysan
Case 865: laYjita: in pysan
Case 866: lawita: in pysan
Case 867: laqita: in pysan
Case 868: laRqita: in pysan
Case 869: lamBita: in pysan
Case 870: layita: in pysan
Case 871: lardita: in pysan
Case 872: larbita: in pysan
Case 873: lAkita: in pysan
Case 874: lAKita: in pysan
Case 875: lAgita: in pysan
Case 876: lAGa: in pysan
Case 877: lAjita: in pysan
Case 878: lAYjita: in pysan
Case 879: lAqita: in pysan
Case 880: lAta: in pysan
Case 881: lABita: in pysan
Case 882: lASita: in pysan
Case 883: lAzita: in pysan
Case 884: lAsita: in pysan
Case 885: liNKita: in pysan
Case 886: liNgita: in pysan
Case 887: luwita: in pysan
Case 888: luqita: in pysan
Case 889: luRwita: in pysan
Case 890: lunTita: in pysan
Case 891: lumbita: in pysan
Case 892: luzita: in pysan
Case 893: lUzita: in pysan
Case 894: lepita: in pysan
Case 895: lERita: in pysan
Case 896: lowita: in pysan
Case 897: loWita: in pysan
Case 898: lozwita: in pysan
Case 899: lOqita: in pysan
Case 900: lpIta: in pysan
Case 901: lvIta: in pysan
Case 902: vakita: in pysan
Case 903: vakkita: in pysan
Case 904: vakzita: in pysan
Case 905: vaKita: in pysan
Case 906: vaNKita: in pysan
Case 907: vaNgita: in pysan
Case 908: vaNGita: in pysan
Case 909: vajita: in pysan
Case 910: vaYcita: in pysan
Case 911: vawita: in pysan
Case 912: vawwita: in pysan
Case 913: vaWita: in pysan
Case 914: vaqQita: in pysan
Case 915: vaRita: in pysan
Case 916: vaRwita: in pysan
Case 917: vaRWita: in pysan
Case 918: vaRqita: in pysan
Case 919: vaBrita: in pysan
Case 920: vayita: in pysan
Case 921: varcita: in pysan
Case 922: varDita: in pysan
Case 923: varPita: in pysan
Case 924: valkita: in pysan
Case 925: valBita: in pysan
Case 926: vallita: in pysan
Case 927: valhita: in pysan
Case 928: vazita: in pysan
Case 929: vazkita: in pysan
Case 930: vaskita: in pysan
Case 931: vastita: in pysan
Case 932: vANkzita: in pysan
Case 933: vAtita: in pysan
Case 934: vAna: in pysan
Case 935: vAvftita: in pysan
Case 936: vAhita: in pysan
Case 937: vicita: in pysan
Case 938: viwita: in pysan
Case 939: viqita: in pysan
Case 940: viRwita: in pysan
Case 941: viTita: in pysan
Case 942: viDita: in pysan
Case 943: vilita: in pysan
Case 944: vizkita: in pysan
Case 945: vIjita: in pysan
Case 946: vIrita: in pysan
Case 947: vuRwita: in pysan
Case 948: vUrRa: in pysan
Case 949: vfMhita: in pysan
Case 950: vfkita: in pysan
Case 951: vfkzita: in pysan
Case 952: vfRita: in pysan
Case 953: vfSita: in pysan
Case 954: vfhita: in pysan
Case 955: vekzita: in pysan
Case 956: veCita: in pysan
Case 957: vewyita: in pysan
Case 958: veDita: in pysan
Case 959: vepita: in pysan
Case 960: velita: in pysan
Case 961: vellita: in pysan
Case 962: vevIta: in pysan
Case 963: vesita: in pysan
Case 964: vehita: in pysan
Case 965: vehlita: in pysan
Case 966: vyayita: in pysan
Case 967: vyApita: in pysan
Case 968: vyuzita: in pysan
Case 969: vyozita: in pysan
Case 970: vrAjita: in pysan
Case 971: vrARita: in pysan
Case 972: vrIRa: in pysan
Case 973: vruqita: in pysan
Case 974: vlIna: in pysan
Case 975: Sacita: in pysan
Case 976: Sawita: in pysan
Case 977: SaWita: in pysan
Case 978: SaRita: in pysan
Case 979: SaRqita: in pysan
Case 980: Sambita: in pysan
Case 981: Sarbita: in pysan
Case 982: Sarvita: in pysan
Case 983: Salita: in pysan
Case 984: SalBita: in pysan
Case 985: Savita: in pysan
Case 986: SaSita: in pysan
Case 987: Sazita: in pysan
Case 988: SAKita: in pysan
Case 989: SAwita: in pysan
Case 990: SAWita: in pysan
Case 991: SAqita: in pysan
Case 992: SARita: in pysan
Case 993: SAmita: in pysan
Case 994: SAlita: in pysan
Case 995: SiNKita: in pysan
Case 996: SiNGita: in pysan
Case 997: SiYjita: in pysan
Case 998: Siwita: in pysan
Case 999: Simita: in pysan
Case 1000: Silita: in pysan
Case 1001: SIkita: in pysan
Case 1002: SIBita: in pysan
Case 1003: SIlita: in pysan
Case 1004: Sukita: in pysan
Case 1005: Sucita: in pysan
Case 1006: Sucyita: in pysan
Case 1007: SuWita: in pysan
Case 1008: SuRWita: in pysan
Case 1009: SuRqita: in pysan
Case 1010: Suta: in pysan
Case 1011: Sunita: in pysan
Case 1012: Sulkita: in pysan
Case 1013: Sulbita: in pysan
Case 1014: SUrita: in pysan
Case 1015: SUrpita: in pysan
Case 1016: SUlita: in pysan
Case 1017: SUzita: in pysan
Case 1018: Sfta: in pysan
Case 1019: SfDita: in pysan
Case 1020: Selita: in pysan
Case 1021: Sevita: in pysan
Case 1022: SoWita: in pysan
Case 1023: SoRita: in pysan
Case 1024: SOwita: in pysan
Case 1025: Scotita: in pysan
Case 1026: Scyutita: in pysan
Case 1027: SnaTita: in pysan
Case 1028: SmIlita: in pysan
Case 1029: SyAna: in pysan
Case 1030: SraNkita: in pysan
Case 1031: SraNgita: in pysan
Case 1032: SraRita: in pysan
Case 1033: SraTita: in pysan
Case 1034: Srapita: in pysan
Case 1035: SrARa: in pysan
Case 1036: SrARita: in pysan
Case 1037: Srizita: in pysan
Case 1038: SrIta: in pysan
Case 1039: SroRita: in pysan
Case 1040: SlaNkita: in pysan
Case 1041: SlaNgita: in pysan
Case 1042: SlaTita: in pysan
Case 1043: SlAKita: in pysan
Case 1044: Slokita: in pysan
Case 1045: SloRita: in pysan
Case 1046: SvaNkita: in pysan
Case 1047: SvaNgita: in pysan
Case 1048: Svacita: in pysan
Case 1049: Svajita: in pysan
Case 1050: SvaBrita: in pysan
Case 1051: Svalita: in pysan
Case 1052: Svalkita: in pysan
Case 1053: Svasta: in pysan
Case 1054: SvAWita: in pysan
Case 1055: SvAtrita: in pysan
Case 1056: Svitita: in pysan
Case 1057: Svindita: in pysan
Case 1058: zawwita: in pysan
Case 1059: zazkita: in pysan
Case 1060: zukkita: in pysan
Case 1061: zWyUta: in pysan
Case 1062: zvakkita: in pysan
Case 1063: zvazkita: in pysan
Case 1064: sakzita: in pysan
Case 1065: sagita: in pysan
Case 1066: saGita: in pysan
Case 1067: sacita: in pysan
Case 1068: sawita: in pysan
Case 1069: sawwita: in pysan
Case 1070: satrita: in pysan
Case 1071: sadDa: in pysan
Case 1072: sapita: in pysan
Case 1073: saBAjita: in pysan
Case 1074: samita: in pysan
Case 1075: sayita: in pysan
Case 1076: sarjita: in pysan
Case 1077: sarbita: in pysan
Case 1078: salita: in pysan
Case 1079: sasita: in pysan
Case 1080: sAkzita: in pysan
Case 1081: sAwita: in pysan
Case 1082: sAWita: in pysan
Case 1083: sAmayta: in pysan
Case 1084: sAmita: in pysan
Case 1085: sArta: in pysan
Case 1086: sAhita: in pysan
Case 1087: siwita: in pysan
Case 1088: sina: in pysan
Case 1089: sIsta: in pysan
Case 1090: suwwita: in pysan
Case 1091: suBita: in pysan
Case 1092: surita: in pysan
Case 1093: suhita: in pysan
Case 1094: sUna: in pysan
Case 1095: sUrkzita: in pysan
Case 1096: sUzita: in pysan
Case 1097: sfBita: in pysan
Case 1098: sekita: in pysan
Case 1099: seta: in pysan
Case 1100: sorita: in pysan
Case 1101: skadna: in pysan
Case 1102: skanDita: in pysan
Case 1103: skuta: in pysan
Case 1104: skundita: in pysan
Case 1105: sKadita: in pysan
Case 1106: stakita: in pysan
Case 1107: stabDa: in pysan
Case 1108: stAta: in pysan
Case 1109: stiGita: in pysan
Case 1110: stipita: in pysan
Case 1111: stimita: in pysan
Case 1112: stIta: in pysan
Case 1113: stIma: in pysan
Case 1114: stucita: in pysan
Case 1115: stuBita: in pysan
Case 1116: stumBita: in pysan
Case 1117: stUpita: in pysan
Case 1118: stfkzita: in pysan
Case 1119: stfQa: in pysan
Case 1120: stepita: in pysan
Case 1121: sTalita: in pysan
Case 1122: sTirita: in pysan
Case 1123: sTuqita: in pysan
Case 1124: sTUlita: in pysan
Case 1125: snucita: in pysan
Case 1126: snusita: in pysan
Case 1127: snewita: in pysan
Case 1128: sparzita: in pysan
Case 1129: spaSita: in pysan
Case 1130: spASita: in pysan
Case 1131: spAzwa: in pysan
Case 1132: spUsta: in pysan
Case 1133: spfta: in pysan
Case 1134: sPawita: in pysan
Case 1135: sPaRqita: in pysan
Case 1136: sParita: in pysan
Case 1137: sPalita: in pysan
Case 1138: sPAwita: in pysan
Case 1139: sPiwwita: in pysan
Case 1140: sPuwwita: in pysan
Case 1141: sPuqita: in pysan
Case 1142: sPuRwita: in pysan
Case 1143: sPuRqita: in pysan
Case 1144: sPulita: in pysan
Case 1145: sPUrgRa: in pysan
Case 1146: sPUrCita: in pysan
Case 1147: sPewita: in pysan
Case 1148: smewita: in pysan
Case 1149: syamita: in pysan
Case 1150: sraMhita: in pysan
Case 1151: srasta: in pysan
Case 1152: sriDita: in pysan
Case 1153: sriBita: in pysan
Case 1154: srekita: in pysan
Case 1155: svaNgita: in pysan
Case 1156: svajita: in pysan
Case 1157: svardita: in pysan
Case 1158: svidita: in pysan
Case 1159: svfta: in pysan
Case 1160: hawita: in pysan
Case 1161: haWita: in pysan
Case 1162: hadita: in pysan
Case 1163: hammita: in pysan
Case 1164: hayita: in pysan
Case 1165: halita: in pysan
Case 1166: hiRqita: in pysan
Case 1167: hilita: in pysan
Case 1168: huqita: in pysan
Case 1169: hurCita: in pysan
Case 1170: hulita: in pysan
Case 1171: hUqita: in pysan
Case 1172: heWita: in pysan
Case 1173: heqita: in pysan
Case 1174: heQita: in pysan
Case 1175: hezita: in pysan
Case 1176: hoqita: in pysan
Case 1177: hnuta: in pysan
Case 1178: hmalita: in pysan
Case 1179: hragita: in pysan
Case 1180: hrICita: in pysan
Case 1181: hruqita: in pysan
Case 1182: hruta: in pysan
Case 1183: hrepita: in pysan
Case 1184: hrezita: in pysan
Case 1185: hrOqita: in pysan
Case 1186: hlagita: in pysan
Case 1187: hlanna: in pysan
Case 1188: hlasita: in pysan
Case 1189: hlApita: in pysan
Case 1190: hvfta: in pysan
--------------------------------------------------
275 cases of STEM IN HUET ONLY
--------------------------------------------------
Case 01: akna: in huet
Case 02: agadita: in huet
Case 03: ajirita: in huet
Case 04: atta: in huet
Case 05: aDvarita: in huet
Case 06: apsareta: in huet
Case 07: amitrita: in huet
Case 08: ardita: in huet
Case 09: aSanita: in huet
Case 10: aSita: in huet
Case 11: aSvita: in huet
Case 12: asUyita: in huet
Case 13: AkarRita: in huet
Case 14: Akulita: in huet
Case 15: Anta: in huet
Case 16: Andolita: in huet
Case 17: Avilita: in huet
Case 18: inta: in huet
Case 19: ireta: in huet
Case 20: ilta: in huet
Case 21: izita: in huet
Case 22: izuDita: in huet
Case 23: Irzita: in huet
Case 24: utkaRWita: in huet
Case 25: utkita: in huet
Case 26: udakita: in huet
Case 27: udeta: in huet
Case 28: unmaneta: in huet
Case 29: ubDa: in huet
Case 30: umBita: in huet
Case 31: uruzwa: in huet
Case 32: ureta: in huet
Case 33: uzeta: in huet
Case 34: uzwa: in huet
Case 35: Uta: in huet
Case 36: Uzmeta: in huet
Case 37: kaRvita: in huet
Case 38: kadarTita: in huet
Case 39: karuRita: in huet
Case 40: kartita: in huet
Case 41: kalaNkita: in huet
Case 42: kalahita: in huet
Case 43: kaluzita: in huet
Case 44: kavalita: in huet
Case 45: kazwita: in huet
Case 46: kuwwa: in huet
Case 47: kulta: in huet
Case 48: kusumita: in huet
Case 49: kfcCrita: in huet
Case 50: kfpta: in huet
Case 51: kfSita: in huet
Case 52: klanta: in huet
Case 53: klIbata: in huet
Case 54: kzatta: in huet
Case 55: kzapta: in huet
Case 56: kzamita: in huet
Case 57: kzIta: in huet
Case 58: kzIrita: in huet
Case 59: kzveqita: in huet
Case 60: Kaqita: in huet
Case 61: Kelta: in huet
Case 62: gakta: in huet
Case 63: gadgadita: in huet
Case 64: gavezita: in huet
Case 65: gavezwa: in huet
Case 66: gita: in huet
Case 67: gIrta: in huet
